a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
college,FALSE,Male,Hispanic,College,College,34.99180140329757,14.704361379405821,44.746774792279574
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,33.42642017272193,28.601959174053256,2.0445320640111646
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,16.684761057499294,25.368602670932308,0
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,20.03797934742625,29.587975333027895,12.793476825826328
college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,31.139903859784766,48.283728408870076,38.034467637824264
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,1,1,33.368990919200634
college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,43.19999742651842,65.77689206962384,4.024123966220927
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,15.395194711993407,7.243572321506703,0.9292155678010428
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,1,30.306715043029023,54.36246922087757
no_college,FALSE,Female,Hispanic,Some college,< HS,24.41941261477045,20.44823496277317,0
no_college,FALSE,Male,Hispanic,< HS,No dad,12.69884944509711,1,0
college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,128.78938321896993,81.57571836986034,19.751034574213815
college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,12.829875689790843,23.607367569524712,4.470019000026522
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,28.049042607313574,27.848944089399122,20.214146512491215
no_college,FALSE,Male,Hispanic,< HS,No dad,23.767852647151788,8.058832574711124,29.15387765175362
college,TRUE,Male,Non-Hispanic Black,Some college,< HS,27.350020607811775,1,2.4373174257474624
college,TRUE,Female,Non-Hispanic Non-Black,College,College,1,50.01324787273441,70.30579146494219
no_college,FALSE,Female,Hispanic,High school,Some college,12.654481231511621,27.244261751177877,35.47341534813727
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,30.103241420008217,57.15940435717981,14.465470447678777
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,22.777310920704664,13.910588673155157,17.607686342708966
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,51.94082632168032,14.699542042346645,51.96208479319088
college,TRUE,Male,Non-Hispanic Non-Black,College,College,49.29877444798786,2.4207580716241566,72.72939946782209
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,2.5268281327411692,18.35711732495869,16.83833248613078
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,1,21.259316593695573,49.765983167327896
college,TRUE,Female,Non-Hispanic Non-Black,College,No dad,60.27624574056358,65.73864608300414,45.44533621248858
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,34.319385366536366,44.17283356019937,18.41939450410333
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,7.455108095001634,32.81701899441628,21.36228499283461
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,41.445133051656526,36.218531579215224,41.47025120018514
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,1,5.40720404268321
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,28.496082700853997,33.00764097146911,4.804032014954895
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,11.238534819702664,40.06497022574702,22.048720721313657
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,9.836700496392801,16.763921746030224,24.95386412814084
college,TRUE,Male,Non-Hispanic Black,Some college,High school,1,23.105285180961268,88.2884759232186
college,TRUE,Male,Non-Hispanic Non-Black,High school,College,24.919797058635552,26.355165479529227,17.482158976970275
college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,1,38.03801032493497,36.5583492720679
college,FALSE,Male,Hispanic,No mom,Some college,94.00977708946482,35.4813732573075,87.69268975978372
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,43.630943036760414,29.424558715370353,36.55061309290299
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,1,3.428971675550983,84.64984870283595
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,16.656035680600432,20.912455588245727,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,7.567160163279292,38.73912025235608,0
no_college,FALSE,Female,Hispanic,< HS,No dad,26.057631743618977,18.40222929689389,24.189406005925285
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,25.549629243036893,1,35.75315069225954
college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,1,31.165688118622768,28.30678341287947
college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,14.944551473509657,12.21771415899991,37.37053717570818
college,FALSE,Female,Non-Hispanic Black,< HS,No dad,29.717243549123506,1,60.44729843411224
no_college,TRUE,Male,Non-Hispanic Black,High school,High school,1,16.946983985582307,65.76986396646028
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,1,33.580291999703746,0
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,15.627329552069533,30.753564865674264,28.659355379039788
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,38.862369321332665,43.64581975790854,19.31768057906835
no_college,FALSE,Female,Hispanic,< HS,High school,41.226629610019174,25.983729559509058,32.03892210988316
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,18.7807225490587,1.1420817558219056,46.20773382013283
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,8.869357594920007,53.36341714866825,65.1997428366432
college,FALSE,Female,Non-Hispanic Non-Black,High school,College,1,61.36729358203899,75.97415740145262
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,25.316031384259198,38.82061764930525,25.871466029150554
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,17.136083722182413,30.10264723367093,5.986087182705199
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,17.773809588592915,5.214549452357151
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,30.298039260231576,1,10.842974370073522
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,2.5320517637673277,30.063408471007257,31.257163650465372
no_college,FALSE,Male,Hispanic,< HS,< HS,27.113239958307325,14.489044996792165,36.50246985114472
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,23.644595585396804,37.684433905257514,55.94973468881265
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,48.05746312335329,21.780122713543427,36.14005126381355
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,10.709594344855933,11.144083654245494,9.98864551964503
no_college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,7.8676594357514595,41.53048656345825,74.65214854625482
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,29.74382908518454,9.170082829139165,59.78124519045281
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,1,27.17046029692655,15.403239766590932
college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,62.228205139160565,63.17080439119543,84.33109221868153
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,37.370242514638335,19.521794344935017,15.526992261586114
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,12.259732477250925,56.279105140421294,8.883716764163822
no_college,FALSE,Female,Non-Hispanic Black,High school,< HS,25.6078789344864,33.47057310855337,22.116451908216924
no_college,FALSE,Female,Hispanic,High school,Some college,17.460065255715588,41.09692783800786,22.849198571596247
college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,61.822671542867,1,9.06314709249229
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,Some college,1,28.988625928171885,31.693200757467864
no_college,FALSE,Male,Non-Hispanic Black,Some college,< HS,1,23.21526774870078,31.424315799838574
college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,1,68.08710409139735,50.46040242593627
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,35.22656395654858,16.08372870974896,10.730909819084854
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,21.105882383807767,36.49417781195203,35.121355817317855
college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1,1,21.21631621215628
college,FALSE,Female,Non-Hispanic Black,College,High school,31.237514192719274,42.081320660529016,0
no_college,FALSE,Male,Hispanic,< HS,No dad,47.657406035268586,30.35282564651758,16.58224924963322
no_college,FALSE,Male,Non-Hispanic Non-Black,College,< HS,1,31.697769627401826,36.387733911190104
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1,20.643370174455935,1.0815054846440724
no_college,FALSE,Male,Hispanic,High school,High school,25.58842888199736,25.507393543922287,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,5.089882010251721,47.16784900747774,31.813158607290074
no_college,TRUE,Male,Non-Hispanic Black,Some college,No dad,3.3851576953421105,7.877537546633939,15.442702280055356
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,61.83452608189974,1,2.1038556941577475
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,23.043924781982085,19.766865504524063,54.25571558592776
no_college,FALSE,Male,Non-Hispanic Black,High school,< HS,1,12.677275769949103,12.687809660641797
no_college,FALSE,Male,Hispanic,Some college,Some college,24.329646761158738,13.623735386548677,48.300492908755565
no_college,FALSE,Female,Hispanic,< HS,No dad,28.262189617463868,19.079730224909632,2.1254996837196973
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,24.26594606391228,3.5053679482050732,0
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,45.25439480638403,42.07733027162379
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,High school,5.978808158274219,15.504743999781269,29.75201232648958
no_college,FALSE,Male,Hispanic,< HS,No dad,10.026386954158054,27.304017681403668,0
college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,42.63671653852633,31.04947238660923,59.28873705088209
college,FALSE,Male,Hispanic,High school,< HS,30.758731392567135,8.272580854095818,88.78875174508775
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,46.687942497955675,21.719534396733128,40.596656240732116
no_college,FALSE,Male,Hispanic,High school,No dad,29.920578545123856,1,8.63296500673386
no_college,FALSE,Male,Hispanic,< HS,No dad,26.97305896153265,12.513443963268644,25.90418003557445
college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,37.182569838341664,1,16.273562108370854
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,11.537669985609726,1.025896453139909
no_college,FALSE,Female,Hispanic,Some college,< HS,36.82814072315808,1,48.80321306403844
no_college,FALSE,Female,Non-Hispanic Non-Black,College,High school,68.58737291692064,62.64852593341925,20.5308104238188
college,TRUE,Male,Non-Hispanic Black,Some college,High school,3.1963326848738944,11.963395217531286,76.69561372750692
no_college,TRUE,Male,Non-Hispanic Black,High school,Some college,30.265955711479386,4.789575329215658,42.49975838423437
no_college,FALSE,Female,Non-Hispanic Black,College,High school,9.810993275295285,30.36410365067295,19.391842720801684
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,10.944811741867358,0.7164991420342446
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1,1,14.614262526632144
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,High school,1,28.11986857805188,43.27456961758347
college,TRUE,Female,Non-Hispanic Non-Black,College,College,47.186500669859136,66.38946150292902,36.64995791089439
college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,1,44.78041973705298,0
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,1,1,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,29.70420711439974,5.228949038779831,2.163717052145067
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,21.989199341055834,1,29.98020195193954
college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,1.2341599947514545,32.20379907046408,58.262430582121276
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,18.84214072088663,25.280229845493224,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,48.24829889342131,1,8.721966786192683
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,1,36.45406998021737,62.51818171699074
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,33.349407558279,26.460955377171807,23.13776557013321
college,FALSE,Female,Non-Hispanic Non-Black,High school,College,14.056395683047462,1,22.329287608487558
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,4.591335148729881,1.1098458896377235,17.695514720723992
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,24.074276081892396,11.876273130183424,34.703678016887814
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,42.95524950502,66.48881582846764,6.513443262952967
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1,6.614510903004494,18.887575728751383
college,FALSE,Female,Non-Hispanic Non-Black,College,College,44.67441100881404,1,28.18065704280452
college,TRUE,Male,Non-Hispanic Non-Black,College,College,55.23297750368479,59.98598944249554,100
college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,35.88875440571707,18.72783853184956,0
no_college,TRUE,Male,Hispanic,College,No dad,39.73991963859179,1,37.04262845642836
no_college,TRUE,Male,Hispanic,Some college,Some college,22.619434684954538,22.412035469500495,21.994241454317113
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,High school,12.794545534840317,21.119574329804877,35.16511217439967
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,43.97721390184727,38.55009738763079,21.91499959191003
college,FALSE,Female,Non-Hispanic Black,High school,No dad,36.83561895047907,29.356992085450706,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,30.001451546802926,1,28.659173696314593
no_college,FALSE,Female,Hispanic,High school,No dad,32.60751691046583,1,9.679759554146163
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,22.06498547714279,18.597798350031567,7.382308850939708
college,TRUE,Male,Non-Hispanic Non-Black,College,College,8.507284473807058,1,28.408078896596365
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,18.432283642005785,1,20.670791984206648
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,3.123740484541937,62.715773155493324,34.46798771772127
college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,1,52.297895380916856,0
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,16.336147241356038,18.8319418630269,14.1423166201987
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,40.384856685324024,30.76101807316242,16.170395799563487
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,< HS,32.849429205560114,27.996770042869038,52.678472919189765
no_college,FALSE,Male,Non-Hispanic Non-Black,College,No dad,62.19871763856358,51.276902884349084,49.594855482255326
college,TRUE,Female,Non-Hispanic Non-Black,College,College,31.19478113112862,46.17293992632728,68.21718878425949
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,No dad,50.88879365926002,1,47.38858578568288
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,1.5833630280734496,6.629792272595832,9.9807447157375
college,TRUE,Male,Non-Hispanic Non-Black,Some college,< HS,1,82.9765321612908,76.78914526715332
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,1,41.83132913424219,31.221115215375075
